,projectID,title,category,coordinator_name,coordinator_country,coordinator_activity_type,status,totalCostProj,project_start_year,project_end_year,opportunity_tier_cordis
11430,101229683,The epigenetic cost and benefit balance of giant virus endogenizations,Genomics / Molecular Biology,QUEEN MARY UNIVERSITY OF LONDON,United Kingdom,HES,SIGNED,1999997.0,2027,2031,High
11431,101231244,Elucidating the Role of Subcellular GPCR Nanoswitches in Signaling Specificity,Proteomics / Multi-omics,UNIVERSITAETSMEDIZIN DER JOHANNES GUTENBERG-UNIVERSITAET MAINZ,Germany,HES,SIGNED,2000000.0,2026,2031,High
11432,101230703,"Revealing the plant protein components of diets before farming through archaeobotany, experimental archaeology and biomolecules",Genomics / Molecular Biology,THE UNIVERSITY OF LIVERPOOL,United Kingdom,HES,SIGNED,1594078.0,2026,2031,High
11433,101230424,Advancing NANOmedicines to rewire tumoral MYeloid cells for next-generation cancer immunotherapies,Genomics / Molecular Biology,UNIVERSITEIT GENT,Belgium,HES,SIGNED,2499750.0,2026,2031,High
11434,101224197,On the Degradability of Protein Aggregates by Autophagy,Cell / Advanced Therapies,UNIVERSITAT WIEN,Austria,HES,SIGNED,9980111.0,2026,2032,Small
11435,101224844,Zee-Zoom-Zap: a new paradigm for cancer theranostics,Oncology,KOBENHAVNS UNIVERSITET,Denmark,HES,SIGNED,10000000.0,2026,2032,Small
11436,101229676,In vivo imaging of blood flow dynamics and cell migration in tumour microvasculature via real-time single nanoparticle tracking with positrons,Oncology,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,Spain,REC,SIGNED,1999743.0,2026,2031,Small
11437,101224040,THREE STOP CODONS TO GET OVER TO FLOURISH,Genomics / Molecular Biology,MIKROBIOLOGICKY USTAV AV CR V.V.I,Czechia,REC,SIGNED,9755098.0,2026,2032,High
11438,101224687,GENomes Evolve in a Landscape of TEs,Genomics / Molecular Biology,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,United Kingdom,HES,SIGNED,9998525.75,2026,2032,High
11439,101194322,Quantum Excellence Centre for Quantum-Enhanced Applications,Pharma / Biotech,FORSCHUNGSZENTRUM JULICH GMBH,Germany,REC,SIGNED,9726136.25,2025,2029,Small
11440,101230417,Integrative Analysis of Cellular Drivers of Color Diversification in Development and Evolution,Genomics / Molecular Biology,HELSINGIN YLIOPISTO,Finland,HES,SIGNED,2000000.0,2027,2031,High
11441,101231314,High-Performance Pressure-Free Silicon All-Solid-State Batteries by Integrated Physical and Digital Twin Techniques,Digital Health / Bioinformatics,QUEEN MARY UNIVERSITY OF LONDON,United Kingdom,HES,SIGNED,1999992.0,2026,2031,Small
11442,101231008,"Understanding Women’s Health Through the Lens of Hormonal Sensitivity: Genetics, Mechanisms and Health Trajectories",Genomics / Molecular Biology,TARTU ULIKOOL,Estonia,HES,SIGNED,1863125.0,2026,2031,High
11443,101231832,Fluctuations-driven Light and Acoustic Scattering mitigation for High-resolution imaging in dynamic environments,Diagnostics / Biomarkers,THE HEBREW UNIVERSITY OF JERUSALEM,Israel,HES,SIGNED,1999850.0,2027,2031,High
11444,101231837,Redefining language as an emergent function of the connected brain,Diagnostics / Biomarkers,STICHTING RADBOUD UNIVERSITEIT,Netherlands,HES,SIGNED,1998348.0,2026,2031,High
11445,101231593,EXoplanet SpectrosCopy using 0-nOise Photon Energy resolving Detectors,Diagnostics / Biomarkers,STICHTING NEDERLANDSE WETENSCHAPPELIJK ONDERZOEK INSTITUTEN,Netherlands,REC,SIGNED,2882225.0,2026,2031,High
11446,101231320,REVEALING THE MECHANISMS LINKING GENOME REPLICATION AND EPIGENOME MAINTENANCE,Genomics / Molecular Biology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,1999245.0,2026,2031,High
11447,101258103,Retrograde atrophy induction: a paradigm shift in prostate and pancreatic cancer prevention and therapy.,Genomics / Molecular Biology,FUNDACION SECTOR PUBLICO ESTATAL CENTRO NACIONAL INVESTIGACIONES ONCOLOGICAS CARLOS III,Spain,REC,SIGNED,3140625.0,2026,2029,High
11448,101261803,"Image-guided Diagnostics and Therapy - Novelty, Internationality and Excellence",Diagnostics / Biomarkers,MEDIZINISCHE UNIVERSITAT INNSBRUCK,Austria,HES,SIGNED,0.0,2026,2031,High
11449,101221764,Deconvolution of tumor evolution and ecosystem through EV-based liquid biopsy,Genomics / Molecular Biology,FUNDACION DE LA COMUNIDAD VALENCIANA CENTRO DE INVESTIGACION PRINCIPE FELIPE,Spain,REC,SIGNED,1987583.0,2026,2031,High
11450,101221279,Informed ecological rewiring of gut microbiome for dysbiosis-associated disorders,Pharma / Biotech,UNIVERSITA CATTOLICA DEL SACRO CUORE,Italy,HES,SIGNED,1499557.5,2026,2031,Small
11451,101229798,Learning Matters! The physics of continual learning in biological and soft matter,Cell / Advanced Therapies,TECHNISCHE UNIVERSITAET MUENCHEN,Germany,HES,SIGNED,2000000.0,2026,2031,Small
11452,101222043,DamAged memories: organelle heterogeneity en route to T cell diversity,Cell / Advanced Therapies,UNIVERSITAT BASEL,Switzerland,HES,SIGNED,1499672.5,2026,2031,Small
11453,101232089,Turbulence optimization in magnetized plasmas,Diagnostics / Biomarkers,UNIVERSIDAD DE SEVILLA,Spain,HES,SIGNED,2401875.0,2026,2031,High
11454,101231907,Mechanisms of precursor mRNA fate control,Genomics / Molecular Biology,FORSCHUNGSINSTITUT FUR MOLEKULARE PATHOLOGIE GESELLSCHAFT MBH,Austria,PRC,SIGNED,2000000.0,2026,2031,High
11455,101231981,Unraveling the Life Cycle of Metastatic Cells from Invasion to Outgrowth.,Genomics / Molecular Biology,EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,Switzerland,HES,SIGNED,2538825.0,2026,2031,High
11456,101232287,Unlocking bio-inspired machine hearing and accelerating personalized hearing technologies,Diagnostics / Biomarkers,UNIVERSITEIT GENT,Belgium,HES,SIGNED,1999712.0,2026,2031,High
11457,101232252,Defining Region-Specific Microglia Endolysosomal Dysfunction and Neuro-Immune Crosstalk in Aging and Neurodegeneration,Proteomics / Multi-omics,UNIVERSITY COLLEGE LONDON,United Kingdom,HES,SIGNED,1999999.0,2026,2031,High
11458,101232448,BET Proteins in Early Life Stress-induced Cardiovascular Disease,Diagnostics / Biomarkers,UNIVERSITAT ZURICH,Switzerland,HES,SIGNED,1990608.0,2026,2031,High
11459,101221668,The impact of climate on cooperation,Genomics / Molecular Biology,UNIVERSITY OF BRISTOL,United Kingdom,HES,SIGNED,2268675.09,2026,2031,High
11460,101222011,Programmable In Vivo Delivery and Monitoring of Proteins by Extracellular Vesicles,Oncology,UNIVERZITA KARLOVA,Czechia,HES,SIGNED,1880750.0,2026,2031,Small
11461,101224119,Beyond Modification: Defining Hidden Roles of snoRNPs in Ribosome Assembly,Genomics / Molecular Biology,UNIVERSITAET GRAZ,Austria,HES,SIGNED,9993362.0,2026,2032,High
11462,101229280,Understanding the specialized function of human neurons and circuits,Genomics / Molecular Biology,STICHTING VU,Netherlands,HES,SIGNED,2000000.0,2026,2031,High
11463,101229452,AUTOmating MATerial modeling for composable and learnable behaviors,Digital Health / Bioinformatics,ECOLE NATIONALE DES PONTS ET CHAUSSEES,France,HES,SIGNED,1928198.0,2026,2031,Small
11464,101230109,Botanical Legacies: Towards a New History and Philosophy of Virtual Herbaria,Genomics / Molecular Biology,RUHR-UNIVERSITAET BOCHUM,Germany,HES,SIGNED,1999500.0,2026,2031,High
11465,101231382,Rerouting mRNA for in vivo chimeric antigen receptor immune cell therapy,Genomics / Molecular Biology,TECHNISCHE UNIVERSITEIT EINDHOVEN,Netherlands,HES,SIGNED,2000000.0,2026,2031,High
11466,101231829,Epigenetic reactivation of oligodendroglial cells in Alzheimer’s disease,Genomics / Molecular Biology,UNIVERSITE D'AIX MARSEILLE,France,HES,SIGNED,1999799.0,2026,2031,High
11467,101253520,Patient AI Treatment Hub,Oncology,EUROPEAN DYNAMICS LUXEMBOURG SA,Luxembourg,PRC,SIGNED,13258945.0,2026,2029,Small
11468,101261824,Exploring fungal pathogens within unexplored microbial networks,Diagnostics / Biomarkers,LEIBNIZ-INSTITUT FUR NATURSTOFF-FORSCHUNG UND INFEKTIONSBIOLOGIE EV HANS-KNOLL-INSTITUT,Germany,REC,SIGNED,0.0,2026,2031,High
11469,101287796,Peptide-based Robust and Innovative Molecular Condensate Engineering for Antibody-Drug Conjugates,Oncology,TEL AVIV UNIVERSITY,Israel,HES,SIGNED,0.0,2026,2028,Small
11470,101224126,Co-evolutionary dynamics of viral pathogens and human antibody response,Digital Health / Bioinformatics,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,9999997.0,2026,2032,Small
11471,101224535,Translational Control by Molecular Chaperones: The Unexplored Mechanisms Coordinating Protein Synthesis and Proteostasis in Health and Genetic Reprogramming,Genomics / Molecular Biology,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,Germany,REC,SIGNED,10828378.75,2026,2032,High
11472,101230161,Conserved Environmental Programs of Streptophyte Cells,Cell / Advanced Therapies,GEORG-AUGUST-UNIVERSITAT GOTTINGEN STIFTUNG OFFENTLICHEN RECHTS,Germany,HES,SIGNED,1997079.0,2026,2031,Small
11473,101247638,Evaluation of the biotechnological interest of an H2-overproducing bacteria isolated from the deep subsurface,Pharma / Biotech,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,Spain,REC,SIGNED,0.0,2026,2027,Small
11474,101230403,Molecular mechanisms orchestrating the lifecycle of human tRNAs,Genomics / Molecular Biology,MEDIZINISCHE UNIVERSITAET WIEN,Austria,HES,SIGNED,2000000.0,2026,2031,High
11475,101293057,K-edge imaging for cOLOR Spectral Photon-Counting,Diagnostics / Biomarkers,UNIVERSITE LYON 1 CLAUDE BERNARD,France,HES,SIGNED,0.0,2026,2027,High
11476,101292856,A sustainable and scalable drop-in catalyst for hydrogen-driven enzymatic reactions,Pharma / Biotech,TECHNISCHE UNIVERSITAET MUENCHEN,Germany,HES,SIGNED,0.0,2026,2027,Small
11477,101292398,Quantum superlattices for scalable SWIR photodetectors,Diagnostics / Biomarkers,RIJKSUNIVERSITEIT GRONINGEN,Netherlands,HES,SIGNED,0.0,2026,2027,High
11478,101271179,Employment of Electrogenic Bacteria for In-Situ Degradation of Microplastics and Mitigation of Antimicrobial Resistance in Wastewater Systems,Genomics / Molecular Biology,TECHNOLOGICAL UNIVERSITY DUBLIN,Ireland,HES,SIGNED,0.0,2026,2028,High
11479,101282674,Role of RAS mutant subclones in the development of High Hyperdiploid B-ALL,Genomics / Molecular Biology,VIB VZW,Belgium,REC,SIGNED,0.0,2026,2028,High
11480,101284134,Microbial Ecology for Successful Inoculation,Genomics / Molecular Biology,HELMHOLTZ-ZENTRUM FUR UMWELTFORSCHUNG GMBH - UFZ,Germany,REC,SIGNED,0.0,2026,2028,High
11481,101291886,Integrated Computational Platform for Efficient Real-time Structural Monitoring and Decision Support from Augmented Digital Twinning,Digital Health / Bioinformatics,ECOLE NORMALE SUPERIEURE PARIS-SACLAY,France,HES,SIGNED,0.0,2026,2028,Small
11482,101292636,High-Q metasurface sensor for rapid on-site PFAS quantification in water,Automation,POLITECNICO DI MILANO,Italy,HES,SIGNED,0.0,2026,2027,High
11483,101293194,Optimizing Immune Checkpoint Inhibitor Payloads for Oncolytic Virus-Based Immunotherapy,Oncology,KLINIKUM DER TECHNISCHEN UNIVERSITÄT MÜNCHEN (TUM KLINIKUM),Germany,HES,SIGNED,0.0,2026,2027,Small
11484,101286303,SAT-Design – A Web Platform for Programmable Self-Assembly,Genomics / Molecular Biology,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,Italy,HES,SIGNED,0.0,2026,2028,High
11485,101261637,PhD Research Programme for International Training in Sustainable Soft Matter,MedTech / Medical Device,UNIVERSITE PARIS SCIENCES ET LETTRES,France,HES,SIGNED,0.0,2027,2031,High
11486,101292611,Real-time data-driven flow diagnostics with event-based cameras,Digital Health / Bioinformatics,UNIVERSIDAD CARLOS III DE MADRID,Spain,HES,SIGNED,0.0,2026,2027,Small
11487,101229857,The Role of Trained Immunity in Brain-Body Communication and Secondary Organ Dysfunction,Genomics / Molecular Biology,LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN,Germany,HES,SIGNED,1999700.0,2026,2031,High
11488,101229996,Multicomponent Synthetic Conjugation: Redefining Chemical Bioconjugation for the Accelerated Production of Next-Generation Antibody-Drug Conjugates in Oncology,Genomics / Molecular Biology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,2311282.0,2026,2031,High
11489,101271297,HerQuLes: Chromatin Dynamics During Cellular Quiescence,Oncology,UNIVERSIDAD DE SEVILLA,Spain,HES,SIGNED,0.0,2026,2028,Small
11490,101274640,Radiation and adaptation of harbor porpoises within the North Atlantic,Genomics / Molecular Biology,NATURHISTORISKA RIKSMUSEET,Sweden,REC,SIGNED,0.0,2027,2028,High
11491,101274358,Understanding Specificity in the Ubiquitin Ligase HACE1,Oncology,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,Germany,REC,SIGNED,0.0,2026,2028,Small
11492,101277100,Unmasking the Perivascular Adipose Tissue's Role in Diabetic Vascular Disease From Molecular Clues to Clinical Impact,Genomics / Molecular Biology,KAROLINSKA INSTITUTET,Sweden,HES,SIGNED,0.0,2027,2029,High
11493,101281512,Pulmonary Hypertension in COPD : from Observation to Emerging Novel therapeutic Insights and eXploration,Genomics / Molecular Biology,UNIVERSITAT ZURICH,Switzerland,HES,SIGNED,0.0,2027,2028,High
11494,101282567,Alternative Splicing as a Driver of AMPAR Structural and Functional Diversity,Genomics / Molecular Biology,UNIVERSIDAD DE ZARAGOZA,Spain,HES,SIGNED,0.0,2026,2028,High
11495,101281101,Infrared Nanoprobes and TissuE mimickinG tumoR shApe identificaTION,Oncology,UNIVERSIDAD AUTONOMA DE MADRID,Spain,HES,SIGNED,0.0,2026,2028,Small
11496,101283223,Elucidating how infection shapes neurodegenerative disease at the brain border,Diagnostics / Biomarkers,VIB VZW,Belgium,REC,SIGNED,0.0,2026,2028,High
11497,101285363,Data-Driven Circularity for Reused Photovoltaic Modules,Digital Health / Bioinformatics,UNIVERSIDAD DE JAEN,Spain,HES,SIGNED,0.0,2026,2029,Small
11498,101284471,UNLOCKING INNOVATION OPPORTUNITIES IN MECHANOBIOLOGY AND MECHANOMEDICINE,Oncology,60ND SL,Spain,PRC,SIGNED,0.0,2026,2029,Small
11499,101285086,Component-based synthesis of Waixenicin A enables TRPM7 inhibitor development,Oncology,UNIVERSITAET INNSBRUCK,Austria,HES,SIGNED,0.0,2026,2028,Small
11500,101291544,CAR T ceLls with Anti-exhaUstion Device for Immunotherapy Advancement,Oncology,FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,Italy,REC,SIGNED,0.0,2026,2028,Small
11501,101292472,Mutagenic chemotherapy and inhibition of mismatch repair as a strategy to boost anti-tumor immune response,Oncology,UNIVERSITA DEGLI STUDI DI TORINO,Italy,HES,SIGNED,0.0,2026,2027,Small
11502,101292945,Development of Armored targeted CAR-T cells for immune reset of T cell-mediated autoimmune diseases,Genomics / Molecular Biology,WEIZMANN INSTITUTE OF SCIENCE,Israel,HES,SIGNED,0.0,2026,2027,High
11503,101224259,DNA for Reconfigurable Nano-Opto-Mechanical Systems,Genomics / Molecular Biology,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,United Kingdom,HES,SIGNED,9033975.0,2026,2032,High
11504,101224625,Connected Communities in early medieval Europe,Genomics / Molecular Biology,UNIVERSITEIT LEIDEN,Netherlands,HES,SIGNED,11194464.0,2026,2032,High
11505,101222282,Mechanism-driven neuroprosthetics to restore hemodynamic stability in parkinsonian syndromes,Genomics / Molecular Biology,CENTRE HOSPITALIER UNIVERSITAIRE VAUDOIS,Switzerland,HES,SIGNED,1500000.0,2026,2031,High
11506,101231490,Extreme Thermoacoustic Events in Hydrogen Combustion: High-Frequency Instabilities and Nonlinear Interactions,Digital Health / Bioinformatics,TECHNISCHE UNIVERSITAT BERLIN,Germany,HES,SIGNED,2500000.0,2026,2031,Small
11507,101230979,Engineered Humanized Spinal Cord Construct for Advancing Health and Disease Research,Genomics / Molecular Biology,FUNDACIO INSTITUT DE BIOENGINYERIA DE CATALUNYA,Spain,REC,SIGNED,2743700.0,2026,2031,High
11508,101231504,"Late Pleistocene hominin population dynamics in the Armenian Highlands: chronology, paleoenvironment, and behavior",Genomics / Molecular Biology,FUNDACIO PRIVADA INSTITUT CATALA DE PALEOECOLOGIA HUMANA I EVOLUCIO SOCIAL,Spain,REC,SIGNED,1999862.0,2026,2031,High
11509,101264606,Toughbranching: Discovering how root branching is affected in compacted soil,Genomics / Molecular Biology,THE UNIVERSITY OF NOTTINGHAM,United Kingdom,HES,SIGNED,0.0,2027,2029,High
11510,101264133,Bayesian phylogenetic models for the evolution of gene expression on single-cell lineages,Genomics / Molecular Biology,UNIVERSIDAD DE VIGO,Spain,HES,SIGNED,0.0,2026,2028,High
11511,101266634,Urban Gut Microbiome: Unravelling the microbial contribution to wildlife adaptation to urban environments (UGMi),Genomics / Molecular Biology,HELSINGIN YLIOPISTO,Finland,HES,SIGNED,0.0,2027,2029,High
11512,101269257,Exploring the microbiome-mediated resilience of intercropping to more persistent precipitation regimes,Genomics / Molecular Biology,UNIVERSITEIT ANTWERPEN,Belgium,HES,SIGNED,0.0,2026,2028,High
11513,101270351,Electrochemical Carboxylic Acid Exchange for Sustainable Drug Development,Pharma / Biotech,UNIVERSITY OF GREENWICH,United Kingdom,HES,SIGNED,0.0,2026,2028,Small
11514,101274912,Hydrodynamic theory for strongly coupled quantum plasmas,Diagnostics / Biomarkers,CHRISTIAN-ALBRECHTS-UNIVERSITAET ZU KIEL,Germany,HES,SIGNED,0.0,2026,2028,High
11515,101275350,Harnessing the potential of mRNA vaccination as a therapeutic strategy for asthma,Genomics / Molecular Biology,VIB VZW,Belgium,REC,SIGNED,0.0,2026,2028,High
11516,101276252,Energetics of Foraging Decisions in Deep-Diving Toothed-Whales: Linking Individual Strategies to Population-Scale Processes in the Deep Sea,Genomics / Molecular Biology,THE UNIVERSITY COURT OF THE UNIVERSITY OF ST ANDREWS,United Kingdom,HES,SIGNED,0.0,2026,2028,High
11517,101277429,Uncovering the regulation of transthiolating and RING E3 ligase activity by metabolites,Oncology,UNIVERSITY OF DUNDEE,United Kingdom,HES,SIGNED,0.0,2026,2028,Small
11518,101279755,MULtiple fission in micro-aLgaE: uncovering conserved Mechanisms,Genomics / Molecular Biology,MIKROBIOLOGICKY USTAV AV CR V.V.I,Czechia,REC,SIGNED,0.0,2026,2028,High
11519,101283161,The fundamental constituents of black holes: structure alongside chaos,Diagnostics / Biomarkers,UNIVERSITEIT VAN AMSTERDAM,Netherlands,HES,SIGNED,0.0,2026,2028,High
11520,101283078,Second-life Lithium-ion Battery Lifetime Extension through Self-healing Strategies,Diagnostics / Biomarkers,CHALMERS TEKNISKA HOGSKOLA AB,Sweden,HES,SIGNED,0.0,2026,2028,High
11521,101284958,Dissecting the functional diversity of TIRs for robust plant immunity in a warming climate,Proteomics / Multi-omics,"INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE, L'ALIMENTATION ET L'ENVIRONNEMENT",France,REC,SIGNED,0.0,2027,2029,High
11522,101285198,Pollen Transfection via Tuneable Polymeric Silica Nanocapsules : A Non-Transgenic Platform for Plant Genetic Manipulation,Genomics / Molecular Biology,BASQUE CENTER FOR MACROMOLECULAR DESIGN AND ENGINEERING POLYMAT FUNDAZIOA,Spain,REC,SIGNED,0.0,2026,2028,High
11523,101292058,TUMORLY: a novel largescale spatial transcriptomics technology to decipher the role of chromosome Y loss in tumor biology,Genomics / Molecular Biology,UPPSALA UNIVERSITET,Sweden,HES,SIGNED,0.0,2026,2028,High
11524,101231619,Primary bone cancer scaffolds as controlled release non-viral gene delivery platforms,Oncology,ROYAL COLLEGE OF SURGEONS IN IRELAND,Ireland,HES,SIGNED,2302626.0,2026,2031,Small
11525,101231496,The causes and consequences of sex-differences in recombination rates and landscapes.,Genomics / Molecular Biology,THE UNIVERSITY OF EDINBURGH,United Kingdom,HES,SIGNED,1996846.0,2026,2031,High
11526,101273172,MINDing the brain: IRGQ as a molecular switch between degradative and secretory autophagy in membrane quality control and neuroinflammation,Genomics / Molecular Biology,JOHANN WOLFGANG GOETHE-UNIVERSITAET FRANKFURT AM MAIN,Germany,HES,SIGNED,0.0,2026,2028,High
11527,101275824,"Self-Assembling, Self-Monitoring, Multi-Stimuli-Responsive Implants for the Minimally Invasive Treatment of Critical-Size Defects",Cell / Advanced Therapies,FUNDACION IMDEA MATERIALES,Spain,REC,SIGNED,0.0,2026,2028,Small
11528,101276134,SUffix trees meet REgular languages,Digital Health / Bioinformatics,GRAN SASSO SCIENCE INSTITUTE,Italy,HES,SIGNED,0.0,2027,2030,Small
11529,101276524,T cell suppression by antioxidant proteins released into the tumour microenvironment,Genomics / Molecular Biology,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,United Kingdom,HES,SIGNED,0.0,2027,2028,High
11530,101276504,What relativistic theory can teach us about the origin of biological homochirality,Genomics / Molecular Biology,THE UNIVERSITY OF BIRMINGHAM,United Kingdom,HES,SIGNED,0.0,2026,2028,High
11531,101276753,WINDWISE: Scalable and Private Multi-Level Fleet-Wide Monitoring for Distributed Wind Energy Assets,Diagnostics / Biomarkers,TAMPEREEN KORKEAKOULUSAATIO SR,Finland,HES,SIGNED,0.0,2026,2028,High
11532,101277598,Proteome-guided CRISPR identification of insulin sensitivity mediators,Diagnostics / Biomarkers,KOBENHAVNS UNIVERSITET,Denmark,HES,SIGNED,0.0,2026,2028,High
11533,101279563,Unravel the role of extracellular NNMT (eNNMT) in the modulation of prostate cancer (PC) tumor immune microenvironment (TIME),Diagnostics / Biomarkers,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",United Kingdom,HES,SIGNED,0.0,2026,2028,High
11534,101279225,"Glutaminase Isoenzymes: Gatekeepers of Bioenergetics, Immunity, and Tumor Microenvironment in Diabetes-Induced Hepatocellular Carcinoma",Genomics / Molecular Biology,FUNDACION PARA LA INVESTIGACION DE MALAGA EN BIOMEDICINA Y SALUD,Spain,REC,SIGNED,0.0,2027,2029,High
11535,101281583,Disease-responsive Synthetic Cell Therapy,Oncology,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,United Kingdom,HES,SIGNED,0.0,2026,2028,Small
11536,101280930,Adverse Acquisition and European Basic Rights Frameworks: Legal-Philosophical-Computational Inquiry,Digital Health / Bioinformatics,UNIVERSITA DEGLI STUDI DI GENOVA,Italy,HES,SIGNED,0.0,2027,2029,Small
11537,101281811,Molecular and Metabolic Mechanisms of Trypanosoma vivax Vascular Sequestration,Proteomics / Multi-omics,UNIVERSIDADE CATOLICA PORTUGUESA,Portugal,HES,SIGNED,0.0,2026,2028,High
11538,101282279,Unraveling bacterial glycosyrin as a master manipulator of plant glycobiology,Proteomics / Multi-omics,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",United Kingdom,HES,SIGNED,0.0,2027,2029,High
11539,101284560,Dynamics of enhancer-promoter communication and transcription in mouse pseudo-embryos,Genomics / Molecular Biology,COLLEGE DE FRANCE,France,HES,SIGNED,0.0,2026,2028,High
11540,101229903,Robustness of morphogenesis via noise and mechano-chemical feedbacks,Digital Health / Bioinformatics,INSTITUTE OF SCIENCE AND TECHNOLOGY AUSTRIA,Austria,HES,SIGNED,1999175.0,2027,2031,Small
11541,101231435,Mechanisms of Multimorbidity – from Populations to Cells,Digital Health / Bioinformatics,QUEEN MARY UNIVERSITY OF LONDON,United Kingdom,HES,SIGNED,1999722.0,2026,2031,Small
11542,101231572,Mechanical sensing and reprogramming of CAR-engineered lymphocytes for next-generation ACT cancer immunotherapy,Oncology,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,Switzerland,HES,SIGNED,2175000.0,2026,2031,Small
11543,101261787,"MuSkLE-PhD Programme: Building, maintaining and repairing the functional locomotor system",Genomics / Molecular Biology,UNIVERSITE LYON 1 CLAUDE BERNARD,France,HES,SIGNED,0.0,2027,2031,High
11544,101261801,International Postdoctoral Fellowship Programme to attract talent to the Region of Galicia,Pharma / Biotech,"CONSELLERIA DE EDUCACION, UNIVERSIDAD Y FORMACIÓN PROFESIONAL",Spain,PUB,SIGNED,0.0,2026,2031,Small
11545,101261871,Broadening Expertise for YOung Researchers iN aDvanced Cell & Gene Therapies,Genomics / Molecular Biology,FONDAZIONE TELETHON ETS,Italy,REC,SIGNED,0.0,2026,2031,High
11546,101261882,Warsaw Quantum-Nano-Bio-Technology Pole Fellowship Program,Pharma / Biotech,INSTYTUT FIZYKI POLSKIEJ AKADEMII NAUK,Poland,REC,SIGNED,0.0,2026,2031,Small
11547,101277434,"Functional, transcriptional and epigenetic investigation of circRNAs in cold response of A. thaliana",Genomics / Molecular Biology,SVERIGES LANTBRUKSUNIVERSITET,Sweden,HES,SIGNED,0.0,2026,2028,High
11548,101289150,Ultra-Fast Brillouin Light-Sheet Microscopy for Real-Time Mechanical Imaging in Biology,Oncology,EUROPEAN MOLECULAR BIOLOGY LABORATORY,Germany,REC,SIGNED,0.0,2026,2028,Small
11549,101291716,Cellular Analysis with Multi-Sample MRI Platform,Proteomics / Multi-omics,FUNDACIO INSTITUT DE BIOENGINYERIA DE CATALUNYA,Spain,REC,SIGNED,0.0,2026,2027,High
11550,101292640,Supramolecular Sensor Microplates for Metabolite Diagnostics,Diagnostics / Biomarkers,KARLSRUHER INSTITUT FUER TECHNOLOGIE,Germany,HES,SIGNED,0.0,2026,2027,High
11551,101225089,Rebuilding interphase nuclei into mitotic chromosomes,Proteomics / Multi-omics,UNIVERSITAT ZURICH,Switzerland,HES,SIGNED,10138286.25,2026,2031,High
11552,101229642,Unveiling the Role of T-Lymphocyte Clonal Hematopoiesis in Antitumor Immunity to Transform Cancer Immunotherapy,Genomics / Molecular Biology,FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),Spain,REC,SIGNED,1999750.0,2026,2031,High
11553,101221358,Bioprinting with Real-time Imaging and cell-biomaterial Density for Growth Enhancement,MedTech / Medical Device,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,Italy,HES,SIGNED,1991830.0,2026,2031,High
11554,101229022,Alpha Nanotherapy to Target Metastatic Cancer,Genomics / Molecular Biology,UNIVERSITAETSKLINIKUM AACHEN,Germany,HES,SIGNED,1944375.0,2026,2031,High
11555,101230891,Vascular Inflammation early discoverieS through Transformative computational Approaches,Cell / Advanced Therapies,UNIVERSITA DEGLI STUDI DI ROMA TOR VERGATA,Italy,HES,SIGNED,1997500.0,2026,2031,Small
11556,101231155,Endoscopic tissue time machine,Diagnostics / Biomarkers,KING'S COLLEGE LONDON,United Kingdom,HES,SIGNED,2273033.0,2026,2031,High
11557,101248059,"MicroSwiss: Affordable Add-On for Polarization, Lifetime, & Super-Resolved Imaging and Tracking",Pharma / Biotech,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,Switzerland,HES,SIGNED,0.0,2026,2027,Small
11558,101231924,Synergistic treatment of solid tumours by engineering novel synthetic communication systems in T cells and Macrophages,Oncology,FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,Italy,REC,SIGNED,2437500.0,2027,2031,Small
